textDisplay,likeCount,remove_user,cleaning,tokenized_Content
Embah sen,0.0,Embah sen,Embah sen,"['""Embah""', '""sen""']"
BNI got no reason to upload this beautifully crafted short animation  🗣🗣🗣🗣 🔥🔥🔥🔥,15.0,BNI got no reason to upload this beautifully crafted short animation  🗣🗣🗣🗣 🔥🔥🔥🔥,BNI got no reason to upload this beautifully crafted short animation ,"['""BNI""', '""got""', '""no""', '""reason""', '""to""', '""upload""', '""this""', '""beautifully""', '""crafted""', '""short""', '""animation""', '""🗣🗣🗣🗣""', '""🔥🔥🔥🔥""']"
"gg bank bni, vibes anime comedy nya dapet banget❤",0.0,"gg bank bni, vibes anime comedy nya dapet banget❤",gg bank bni vibes anime comedy nya dapet banget ,"['""gg""', '""bank""', '""bni""', '"",""', '""vibes""', '""anime""', '""comedy""', '""nya""', '""dapet""', '""banget❤""']"
BNI can make an anime with better quality than blue lock 💀🙏,1.0,BNI can make an anime with better quality than blue lock 💀🙏,BNI can make an anime with better quality than blue lock ,"['""BNI""', '""can""', '""make""', '""an""', '""anime""', '""with""', '""better""', '""quality""', '""than""', '""blue""', '""lock""', '""💀🙏""']"
wait? it&#39;s Bank Nichijou all this time?!,1.0,wait? it&#39;s Bank Nichijou all this time?!,wait its Bank Nichijou all this time ,"['""wait""', '""?""', '""it""', '""&""', '""#""', '""39""', '"";""', '""s""', '""Bank""', '""Nichijou""', '""all""', '""this""', '""time""', '""?""', '""!""']"
Njirtlah modal animasi anime bisa dapet viewer gede😱,0.0,Njirtlah modal animasi anime bisa dapet viewer gede😱,Njirtlah modal animasi anime bisa dapet viewer gede ,"['""Njirtlah""', '""modal""', '""animasi""', '""anime""', '""bisa""', '""dapet""', '""viewer""', '""gede😱""']"
Itulah poin market nya.<br>Sebelumnya ada BMKG wilayah Gowa mereka nerapin strategi kek gni dan terbukti sukses gaet viewer gede terutama dari kalangan anak muda.,0.0,Itulah poin market nya.<br>Sebelumnya ada BMKG wilayah Gowa mereka nerapin strategi kek gni dan terbukti sukses gaet viewer gede terutama dari kalangan anak muda.,Itulah poin market nya Sebelumnya ada BMKG wilayah Gowa mereka nerapin strategi kek gni dan terbukti sukses gaet viewer gede terutama dari kalangan anak muda ,"['""Itulah""', '""poin""', '""market""', '""nya.""', '""<""', '""br""', '"">""', '""Sebelumnya""', '""ada""', '""BMKG""', '""wilayah""', '""Gowa""', '""mereka""', '""nerapin""', '""strategi""', '""kek""', '""gni""', '""dan""', '""terbukti""', '""sukses""', '""gaet""', '""viewer""', '""gede""', '""terutama""', '""dari""', '""kalangan""', '""anak""', '""muda""', '"".""']"
baru kali ini nonton iklan ga di skip sama sekali wkwk,1.0,baru kali ini nonton iklan ga di skip sama sekali wkwk,baru kali ini nonton iklan ga di skip sama sekali wkwk,"['""baru""', '""kali""', '""ini""', '""nonton""', '""iklan""', '""ga""', '""di""', '""skip""', '""sama""', '""sekali""', '""wkwk""']"
Jir lah wkwkkkw,0.0,Jir lah wkwkkkw,Jir lah wkwkkkw,"['""Jir""', '""lah""', '""wkwkkkw""']"
Iklan nya viral di FB,2.0,Iklan nya viral di FB,Iklan nya viral di FB,"['""Iklan""', '""nya""', '""viral""', '""di""', '""FB""']"
"Auto download ini mah, bisa banget BNI bikin iklannya",1.0,"Auto download ini mah, bisa banget BNI bikin iklannya",Auto download ini mah bisa banget BNI bikin iklannya,"['""Auto""', '""download""', '""ini""', '""mah""', '"",""', '""bisa""', '""banget""', '""BNI""', '""bikin""', '""iklannya""']"
Di tunggu cetakan kartu debit character yg ini min 💀,1.0,Di tunggu cetakan kartu debit character yg ini min 💀,Di tunggu cetakan kartu debit character yg ini min ,"['""Di""', '""tunggu""', '""cetakan""', '""kartu""', '""debit""', '""character""', '""yg""', '""ini""', '""min""', '""💀""']"
For member only😭,1.0,For member only😭,For member only ,"['""For""', '""member""', '""only😭""']"
WE GONNA COOK BLUE LOCK S2 ANIMATION WITH THIS ONE🔥🔥🔥,0.0,WE GONNA COOK BLUE LOCK S2 ANIMATION WITH THIS ONE🔥🔥🔥,WE GONNA COOK BLUE LOCK S ANIMATION WITH THIS ONE ,"['""WE""', '""GON""', '""NA""', '""COOK""', '""BLUE""', '""LOCK""', '""S2""', '""ANIMATION""', '""WITH""', '""THIS""', '""ONE🔥🔥🔥""']"
"Alamak apa nih, kok iklan di gw judol, padahal gw bukan pemain",0.0,"Alamak apa nih, kok iklan di gw judol, padahal gw bukan pemain",Alamak apa nih kok iklan di gw judol padahal gw bukan pemain,"['""Alamak""', '""apa""', '""nih""', '"",""', '""kok""', '""iklan""', '""di""', '""gw""', '""judol""', '"",""', '""padahal""', '""gw""', '""bukan""', '""pemain""']"
"Gokil, tim animasi dab dubbing nya gk maen2, otw daftar jadi member BNI inimah",0.0,"Gokil, tim animasi dab dubbing nya gk maen2, otw daftar jadi member BNI inimah",Gokil tim animasi dab dubbing nya gk maen otw daftar jadi member BNI inimah,"['""Gokil""', '"",""', '""tim""', '""animasi""', '""dab""', '""dubbing""', '""nya""', '""gk""', '""maen2""', '"",""', '""otw""', '""daftar""', '""jadi""', '""member""', '""BNI""', '""inimah""']"
Bank nichijou Indonesia,1.0,Bank nichijou Indonesia,Bank nichijou Indonesia,"['""Bank""', '""nichijou""', '""Indonesia""']"
Bisa bisanya😂,1.0,Bisa bisanya😂,Bisa bisanya ,"['""Bisa""', '""bisanya😂""']"
bagus keren,0.0,bagus keren,bagus keren,"['""bagus""', '""keren""']"
Baru pertama kali gw tertarik nonton iklan wkwkwkwk,0.0,Baru pertama kali gw tertarik nonton iklan wkwkwkwk,Baru pertama kali gw tertarik nonton iklan wkwkwkwk,"['""Baru""', '""pertama""', '""kali""', '""gw""', '""tertarik""', '""nonton""', '""iklan""', '""wkwkwkwk""']"
"Mohon maaf, ini buatan animator indo atau minta tolong animator jepang ya, kalo yg buat animator indo voice aktornya orang indo atau jepang?<br><br>Mohon maaf cuma pengen tau🙏🙏",0.0,"Mohon maaf, ini buatan animator indo atau minta tolong animator jepang ya, kalo yg buat animator indo voice aktornya orang indo atau jepang?<br><br>Mohon maaf cuma pengen tau🙏🙏",Mohon maaf ini buatan animator indo atau minta tolong animator jepang ya kalo yg buat animator indo voice aktornya orang indo atau jepang Mohon maaf cuma pengen tau ,"['""Mohon""', '""maaf""', '"",""', '""ini""', '""buatan""', '""animator""', '""indo""', '""atau""', '""minta""', '""tolong""', '""animator""', '""jepang""', '""ya""', '"",""', '""kalo""', '""yg""', '""buat""', '""animator""', '""indo""', '""voice""', '""aktornya""', '""orang""', '""indo""', '""atau""', '""jepang""', '""?""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""Mohon""', '""maaf""', '""cuma""', '""pengen""', '""tau🙏🙏""']"
"Studio nya Indonesia, VA nya dari Jepang.<br><br>Bisa sih pake VA Indo cmn kurang matching(menurutku)sama animasi nya yg pake artstyle ala2 anime(animasi Jepang).",0.0,"Studio nya Indonesia, VA nya dari Jepang.<br><br>Bisa sih pake VA Indo cmn kurang matching(menurutku)sama animasi nya yg pake artstyle ala2 anime(animasi Jepang).",Studio nya Indonesia VA nya dari Jepang Bisa sih pake VA Indo cmn kurang matching menurutku sama animasi nya yg pake artstyle ala anime animasi Jepang ,"['""Studio""', '""nya""', '""Indonesia""', '"",""', '""VA""', '""nya""', '""dari""', '""Jepang.""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""Bisa""', '""sih""', '""pake""', '""VA""', '""Indo""', '""cmn""', '""kurang""', '""matching""', '""(""', '""menurutku""', '"")""', '""sama""', '""animasi""', '""nya""', '""yg""', '""pake""', '""artstyle""', '""ala2""', '""anime""', '""(""', '""animasi""', '""Jepang""', '"")""', '"".""']"
Studio mana yg buat,0.0,Studio mana yg buat,Studio mana yg buat,"['""Studio""', '""mana""', '""yg""', '""buat""']"
Studio lokal,1.0,Studio lokal,Studio lokal,"['""Studio""', '""lokal""']"
Better than bluelock s2 💀,2.0,Better than bluelock s2 💀,Better than bluelock s ,"['""Better""', '""than""', '""bluelock""', '""s2""', '""💀""']"
Yooooooooo this is freakin&#39; goood 🗣🗣🗣🔥🔥🔥‼️‼️‼️,0.0,Yooooooooo this is freakin&#39; goood 🗣🗣🗣🔥🔥🔥‼️‼️‼️,Yooooooooo this is freakin goood ,"['""Yooooooooo""', '""this""', '""is""', '""freakin""', '""&""', '""#""', '""39""', '"";""', '""goood""', '""🗣🗣🗣🔥🔥🔥‼️‼️‼️""']"
Saya tahu ini gak bakalan direspon. saya sudah dua kali mengalami kegagalan transaksi dan uang saya hilang raib begitu saja. Itu pke wondr. <br>Dan harus membuat laporan pengaduan lagi. merepotkan ni bank. Gimana klo saya gak lapor mungkin bakalan raib selamanya uang saya yg gagal transaksi itu.<br><br>jika ketiga kalinya kyk gini saya pindah jadi nasabah bank lain aja,0.0,Saya tahu ini gak bakalan direspon. saya sudah dua kali mengalami kegagalan transaksi dan uang saya hilang raib begitu saja. Itu pke wondr. <br>Dan harus membuat laporan pengaduan lagi. merepotkan ni bank. Gimana klo saya gak lapor mungkin bakalan raib selamanya uang saya yg gagal transaksi itu.<br><br>jika ketiga kalinya kyk gini saya pindah jadi nasabah bank lain aja,Saya tahu ini gak bakalan direspon saya sudah dua kali mengalami kegagalan transaksi dan uang saya hilang raib begitu saja Itu pke wondr Dan harus membuat laporan pengaduan lagi merepotkan ni bank Gimana klo saya gak lapor mungkin bakalan raib selamanya uang saya yg gagal transaksi itu jika ketiga kalinya kyk gini saya pindah jadi nasabah bank lain aja,"['""Saya""', '""tahu""', '""ini""', '""gak""', '""bakalan""', '""direspon""', '"".""', '""saya""', '""sudah""', '""dua""', '""kali""', '""mengalami""', '""kegagalan""', '""transaksi""', '""dan""', '""uang""', '""saya""', '""hilang""', '""raib""', '""begitu""', '""saja""', '"".""', '""Itu""', '""pke""', '""wondr""', '"".""', '""<""', '""br""', '"">""', '""Dan""', '""harus""', '""membuat""', '""laporan""', '""pengaduan""', '""lagi""', '"".""', '""merepotkan""', '""ni""', '""bank""', '"".""', '""Gimana""', '""klo""', '""saya""', '""gak""', '""lapor""', '""mungkin""', '""bakalan""', '""raib""', '""selamanya""', '""uang""', '""saya""', '""yg""', '""gagal""', '""transaksi""', '""itu.""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""jika""', '""ketiga""', '""kalinya""', '""kyk""', '""gini""', '""saya""', '""pindah""', '""jadi""', '""nasabah""', '""bank""', '""lain""', '""aja""']"
Masih 100k :(,1.0,Masih 100k :(,Masih k ,"['""Masih""', '""100k""', '"":""', '""(""']"
Waahh keren banget animasinya❤,0.0,Waahh keren banget animasinya❤,Waahh keren banget animasinya ,"['""Waahh""', '""keren""', '""banget""', '""animasinya❤""']"
"Alamak, Art Nichijou gitu Min 🤣<br>Gacor-gacor",0.0,"Alamak, Art Nichijou gitu Min 🤣<br>Gacor-gacor",Alamak Art Nichijou gitu Min Gacor gacor,"['""Alamak""', '"",""', '""Art""', '""Nichijou""', '""gitu""', '""Min""', '""🤣""', '""<""', '""br""', '"">""', '""Gacor-gacor""']"
Real Kakek idaman,0.0,Real Kakek idaman,Real Kakek idaman,"['""Real""', '""Kakek""', '""idaman""']"
Gokill BNI🤙🔥,0.0,Gokill BNI🤙🔥,Gokill BNI ,"['""Gokill""', '""BNI🤙🔥""']"
ABSOLUTE CINEMA ✋😯🤚,1.0,ABSOLUTE CINEMA ✋😯🤚,ABSOLUTE CINEMA ,"['""ABSOLUTE""', '""CINEMA""', '""✋😯🤚""']"
Gila bisa kayak gini pakai dubbing siapa tuh 🗿🗿,0.0,Gila bisa kayak gini pakai dubbing siapa tuh 🗿🗿,Gila bisa kayak gini pakai dubbing siapa tuh ,"['""Gila""', '""bisa""', '""kayak""', '""gini""', '""pakai""', '""dubbing""', '""siapa""', '""tuh""', '""🗿🗿""']"
Mbahnya nasabah prioritas BNI 😂,0.0,Mbahnya nasabah prioritas BNI 😂,Mbahnya nasabah prioritas BNI ,"['""Mbahnya""', '""nasabah""', '""prioritas""', '""BNI""', '""😂""']"
Bagusss banget ❤,0.0,Bagusss banget ❤,Bagusss banget ,"['""Bagusss""', '""banget""', '""❤""']"
Saya mau bikin Rekening BNI<br>Tapi gambar ATM sama Buku tabungannya Pakai tokoh utama di anime ini😂,0.0,Saya mau bikin Rekening BNI<br>Tapi gambar ATM sama Buku tabungannya Pakai tokoh utama di anime ini😂,Saya mau bikin Rekening BNITapi gambar ATM sama Buku tabungannya Pakai tokoh utama di anime ini ,"['""Saya""', '""mau""', '""bikin""', '""Rekening""', '""BNI""', '""<""', '""br""', '"">""', '""Tapi""', '""gambar""', '""ATM""', '""sama""', '""Buku""', '""tabungannya""', '""Pakai""', '""tokoh""', '""utama""', '""di""', '""anime""', '""ini😂""']"
Kalo kartu ATM bisa kok cover nya di custom sendiri cmn bkn resmi dari pihak bank sih. Di olshop biasa ada tuh jualan skin cover kartu ATM.,0.0,Kalo kartu ATM bisa kok cover nya di custom sendiri cmn bkn resmi dari pihak bank sih. Di olshop biasa ada tuh jualan skin cover kartu ATM.,Kalo kartu ATM bisa kok cover nya di custom sendiri cmn bkn resmi dari pihak bank sih Di olshop biasa ada tuh jualan skin cover kartu ATM ,"['""Kalo""', '""kartu""', '""ATM""', '""bisa""', '""kok""', '""cover""', '""nya""', '""di""', '""custom""', '""sendiri""', '""cmn""', '""bkn""', '""resmi""', '""dari""', '""pihak""', '""bank""', '""sih""', '"".""', '""Di""', '""olshop""', '""biasa""', '""ada""', '""tuh""', '""jualan""', '""skin""', '""cover""', '""kartu""', '""ATM""', '"".""']"
Kita mendapatkan anime dari bank BNI sebelum GTA VI🗣️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0.0,Kita mendapatkan anime dari bank BNI sebelum GTA VI🗣️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,Kita mendapatkan anime dari bank BNI sebelum GTA VI ,"['""Kita""', '""mendapatkan""', '""anime""', '""dari""', '""bank""', '""BNI""', '""sebelum""', '""GTA""', '""VI🗣️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥""']"
Kita mendapatkan anime bni sebelum gta VI 🗣️🔥🔥,0.0,Kita mendapatkan anime bni sebelum gta VI 🗣️🔥🔥,Kita mendapatkan anime bni sebelum gta VI ,"['""Kita""', '""mendapatkan""', '""anime""', '""bni""', '""sebelum""', '""gta""', '""VI""', '""🗣️🔥🔥""']"
Mantap,0.0,Mantap,Mantap,"['""Mantap""']"
W.🗣️🔥,0.0,W.🗣️🔥,W ,"['""W.🗣️🔥""']"
Hahah😂,0.0,Hahah😂,Hahah ,"['""Hahah😂""']"
LET BNI COOK🔥🔥🔥🔥<br><br>BETTER THAN GEMBOK BIRU S2. FRR🔥🔥,0.0,LET BNI COOK🔥🔥🔥🔥<br><br>BETTER THAN GEMBOK BIRU S2. FRR🔥🔥,LET BNI COOK BETTER THAN GEMBOK BIRU S FRR ,"['""LET""', '""BNI""', '""COOK🔥🔥🔥🔥""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""BETTER""', '""THAN""', '""GEMBOK""', '""BIRU""', '""S2""', '"".""', '""FRR🔥🔥""']"
WELL DONE CHEFFF🗣🗣🔥🔥🔥🔥,0.0,WELL DONE CHEFFF🗣🗣🔥🔥🔥🔥,WELL DONE CHEFFF ,"['""WELL""', '""DONE""', '""CHEFFF🗣🗣🔥🔥🔥🔥""']"
"Animasinya mulus coyyy,<br>Gembok biru s2 sungkem ini mah😂😂",0.0,"Animasinya mulus coyyy,<br>Gembok biru s2 sungkem ini mah😂😂",Animasinya mulus coyyy Gembok biru s sungkem ini mah ,"['""Animasinya""', '""mulus""', '""coyyy""', '"",""', '""<""', '""br""', '"">""', '""Gembok""', '""biru""', '""s2""', '""sungkem""', '""ini""', '""mah😂😂""']"
Jadi inget sama anime nichijou😂,0.0,Jadi inget sama anime nichijou😂,Jadi inget sama anime nichijou ,"['""Jadi""', '""inget""', '""sama""', '""anime""', '""nichijou😂""']"
Better than blur lock,0.0,Better than blur lock,Better than blur lock,"['""Better""', '""than""', '""blur""', '""lock""']"
berasa nonton anime. .pake bahasa jepang 😅.,0.0,berasa nonton anime. .pake bahasa jepang 😅.,berasa nonton anime pake bahasa jepang ,"['""berasa""', '""nonton""', '""anime""', '"".""', '"".pake""', '""bahasa""', '""jepang""', '""😅""', '"".""']"
BAGUSSSS BGTTTTT SUKAAKKKK,0.0,BAGUSSSS BGTTTTT SUKAAKKKK,BAGUSSSS BGTTTTT SUKAAKKKK,"['""BAGUSSSS""', '""BGTTTTT""', '""SUKAAKKKK""']"
Siapa yg ngebiarin BNI memasak ?. 😂😂,0.0,Siapa yg ngebiarin BNI memasak ?. 😂😂,Siapa yg ngebiarin BNI memasak ,"['""Siapa""', '""yg""', '""ngebiarin""', '""BNI""', '""memasak""', '""?""', '"".""', '""😂😂""']"
jir vvibu 🗿🗿,1.0,jir vvibu 🗿🗿,jir vvibu ,"['""jir""', '""vvibu""', '""🗿🗿""']"
njir gk nyangka ini buatan bank lokal gw kiranya anime,0.0,njir gk nyangka ini buatan bank lokal gw kiranya anime,njir gk nyangka ini buatan bank lokal gw kiranya anime,"['""njir""', '""gk""', '""nyangka""', '""ini""', '""buatan""', '""bank""', '""lokal""', '""gw""', '""kiranya""', '""anime""']"
"BNI: please make a normal anime advertisement, okay?<br>Ploopyanimations: Nah, hold my ES TEH🗿",1.0,"BNI: please make a normal anime advertisement, okay?<br>Ploopyanimations: Nah, hold my ES TEH🗿",BNI please make a normal anime advertisement okay Ploopyanimations Nah hold my ES TEH ,"['""BNI""', '"":""', '""please""', '""make""', '""a""', '""normal""', '""anime""', '""advertisement""', '"",""', '""okay""', '""?""', '""<""', '""br""', '"">""', '""Ploopyanimations""', '"":""', '""Nah""', '"",""', '""hold""', '""my""', '""ES""', '""TEH🗿""']"
Absolute Cinema😭😭,0.0,Absolute Cinema😭😭,Absolute Cinema ,"['""Absolute""', '""Cinema😭😭""']"
😂what,0.0,😂what, what,"['""😂what""']"
ini klo iklan di yt semua kek gini gaakan gue skip 😭,0.0,ini klo iklan di yt semua kek gini gaakan gue skip 😭,ini klo iklan di yt semua kek gini gaakan gue skip ,"['""ini""', '""klo""', '""iklan""', '""di""', '""yt""', '""semua""', '""kek""', '""gini""', '""gaakan""', '""gue""', '""skip""', '""😭""']"
Sangat keren,0.0,Sangat keren,Sangat keren,"['""Sangat""', '""keren""']"
"Yang kyk gini nih yang diperbanyak, bukan pakai AI <br><br>Semangat trus untuk bank BNI 🔥🔥",0.0,"Yang kyk gini nih yang diperbanyak, bukan pakai AI <br><br>Semangat trus untuk bank BNI 🔥🔥",Yang kyk gini nih yang diperbanyak bukan pakai AI Semangat trus untuk bank BNI ,"['""Yang""', '""kyk""', '""gini""', '""nih""', '""yang""', '""diperbanyak""', '"",""', '""bukan""', '""pakai""', '""AI""', '""<""', '""br""', '"">""', '""<""', '""br""', '"">""', '""Semangat""', '""trus""', '""untuk""', '""bank""', '""BNI""', '""🔥🔥""']"
"Memang paling bener dah, animasi buatan negaranya masing masing. Tpi utk voice memang paling bagus originalnya jepang awoaksksw",0.0,"Memang paling bener dah, animasi buatan negaranya masing masing. Tpi utk voice memang paling bagus originalnya jepang awoaksksw",Memang paling bener dah animasi buatan negaranya masing masing Tpi utk voice memang paling bagus originalnya jepang awoaksksw,"['""Memang""', '""paling""', '""bener""', '""dah""', '"",""', '""animasi""', '""buatan""', '""negaranya""', '""masing""', '""masing""', '"".""', '""Tpi""', '""utk""', '""voice""', '""memang""', '""paling""', '""bagus""', '""originalnya""', '""jepang""', '""awoaksksw""']"
S7,0.0,S7,S ,"['""S7""']"
"Gak setuju, yang namanya animasi Indonesia itu ya harusnya bahasa Indonesia apapun style animasinya. Lagian nih, kalo sudah tahu dubbing Indonesia itu nggak bagus harusnya mereka bisa merekrut dubber profesional buat Animasi mereka",0.0,"Gak setuju, yang namanya animasi Indonesia itu ya harusnya bahasa Indonesia apapun style animasinya. Lagian nih, kalo sudah tahu dubbing Indonesia itu nggak bagus harusnya mereka bisa merekrut dubber profesional buat Animasi mereka",Gak setuju yang namanya animasi Indonesia itu ya harusnya bahasa Indonesia apapun style animasinya Lagian nih kalo sudah tahu dubbing Indonesia itu nggak bagus harusnya mereka bisa merekrut dubber profesional buat Animasi mereka,"['""Gak""', '""setuju""', '"",""', '""yang""', '""namanya""', '""animasi""', '""Indonesia""', '""itu""', '""ya""', '""harusnya""', '""bahasa""', '""Indonesia""', '""apapun""', '""style""', '""animasinya""', '"".""', '""Lagian""', '""nih""', '"",""', '""kalo""', '""sudah""', '""tahu""', '""dubbing""', '""Indonesia""', '""itu""', '""nggak""', '""bagus""', '""harusnya""', '""mereka""', '""bisa""', '""merekrut""', '""dubber""', '""profesional""', '""buat""', '""Animasi""', '""mereka""']"
btw itu barcode nya bisa si scan gak sih? ada yg uda nyoba??,0.0,btw itu barcode nya bisa si scan gak sih? ada yg uda nyoba??,btw itu barcode nya bisa si scan gak sih ada yg uda nyoba ,"['""btw""', '""itu""', '""barcode""', '""nya""', '""bisa""', '""si""', '""scan""', '""gak""', '""sih""', '""?""', '""ada""', '""yg""', '""uda""', '""nyoba""', '""?""', '""?""']"
